Image,Class,Contrast,Correlation,Energy,Homogeneity,Gabor Mean,Fourier Mean,Entropy Channel B,Entropy Channel S,Entropy Channel V,LBP Mean,LBP Median,LBP Mode,LBP Standard Deviation,LBP IQR,LBP Skewness,LBP Kurtosis,LBP Minimum,LBP Maximum,LBP Entropy,Mean Intensity,Intensity Variation,Mean R,Mean G,Mean B,Mean Brightness,Brightness Variation,Mean Density,Density Variation,Mean Saturation,Typical Hue,Hue Variation,Area,Extent,Aspect Ratio,Major Axis Length,Minor Axis Length,Eccentricity,Convex Area,Equivalent Diameter,Solidity,Perimeter,Circularity,Thickness
Image-150_2024-01-18_grain_0.png,5.Rose,0.014329683636914073,0.030074814904643307,0.9711017526236946,0.9928351581815429,680.9451,1.3150338049043442e-06,6.1027613,6.275098,7.3682227,0.03846153846149026,0.02242818468939887,0.004875419862629875,0.0341363164356142,0.035685190755457355,1.217195427177431,0.17465461872041121,0.004875419862629875,0.12179776407464556,1.3474764071019305,100.78768,32.978397,126.37127,124.91412,51.077682,116.93245,38.017437,0.39524585,0.12932706,0.49085897,28,8.512175,79260.0,0.7528495440729484,1.028125,333.1910400390625,307.590576171875,0.38440198790176855,83298,317.67430855470354,0.9515234459410791,1230.4549660682678,0.6578584920509735,111
Image-14_2024-05-24_grain_0.png,5.Rose,0.017739297850871596,0.020862105250586672,0.9644581420368817,0.9911303510745642,689.2035,4.007321622119526e-07,6.3378587,6.318758,7.3526173,0.03846153846151625,0.02354544247300846,0.004486220892968997,0.03386056567652151,0.043389897053619064,1.0455169844587113,-0.31204787363360653,0.004486220892968997,0.1116532041547419,1.5149892569064627,118.96583,33.931465,148.6474,146.64836,61.601738,137.55075,38.244377,0.4665326,0.13306458,0.4838357,28,8.402216,172494.0,0.7762237762237763,0.8281853281853282,524.3196411132812,419.3265380859375,0.6003283482674465,174707,468.6429152665675,0.9873330776671799,1630.1605916023254,0.8156861292033968,156
Image-104_2024-05-24_grain_0.png,5.Rose,0.014927131563755464,0.02898111332671907,0.9699230618322966,0.9925364342181223,674.57184,1.1900898532534411e-06,6.118169,6.3420897,7.3362103,0.038461538461493416,0.022362888964336067,0.005000761239995549,0.03461182207868073,0.03814690760884192,1.2103721432084584,0.10465144402678739,0.005000761239995549,0.1195381029897765,1.294157393212704,96.83241,31.62304,127.02432,119.42031,44.05262,113.102,35.767963,0.379735,0.12401193,0.5498005,23,9.005697,84866.0,0.7518848951457859,0.9706744868035191,343.0242919921875,317.3260192871094,0.3797644288801504,87655,328.71681916734093,0.9681820774627802,1212.3128312826157,0.7256282686281269,118
Image-61_2024-05-24_grain_0.png,5.Rose,0.01383907822721061,0.030657612184321493,0.9720756842287988,0.9930804608863948,687.92474,4.553459154867953e-07,6.0416374,6.2794814,7.2425027,0.03846153846151194,0.02138631882297934,0.004033203259652777,0.035239267126004795,0.04240895991613528,1.0959277442630941,-0.14988645967650527,0.004033203259652777,0.1192931897466188,1.4034577851850785,96.95251,31.454239,120.063095,120.36629,50.42814,112.30269,35.570927,0.38020596,0.12334996,0.47831938,28,8.816941,144217.0,0.6537666482315929,1.3316953316953317,526.1163330078125,378.262451171875,0.6950399435983604,158397,428.51229553312817,0.9104781024893148,1928.5525062084198,0.4872629458246939,143
Image-91_2024-05-24_grain_0.png,5.Rose,0.01644806040241746,0.025762132042251605,0.9669394762641307,0.9917759697987913,687.7914,4.1292468611175946e-07,6.238436,6.3354735,7.3570595,0.03846153846151669,0.021867712649130688,0.0040865765582172526,0.03618710141722076,0.04405521972421605,1.1521258333602533,0.015621818430593848,0.0040865765582172526,0.12286898050662066,1.294157393212704,106.316025,32.87787,132.69606,131.19627,55.05574,122.96469,37.200756,0.4169256,0.12893283,0.48316354,28,8.483933,175927.5,0.7373261749691956,1.2494279176201373,547.598876953125,409.4073791503906,0.6641030910152684,179419,473.28411129721576,0.9805399651096037,1746.4276161193848,0.7248404391674608,154
Image-140_2024-05-24_grain_0.png,5.Rose,0.0175303805823982,0.03143837855863654,0.964677537407467,0.991234809708801,678.8736,1.1719390729763766e-06,6.2715697,6.3463573,7.405968,0.03846153846149711,0.021933597109902447,0.00433296060553465,0.03416381271196457,0.04087551608459393,1.1462025000526836,-0.002841967953942426,0.00433296060553465,0.11732324101139975,1.3169446860129541,108.38059,33.777378,140.2414,135.42346,49.476894,127.066124,38.11308,0.42502192,0.13246033,0.5497402,25,9.144341,92445.0,0.7447734138972809,1.1329305135951662,375.0169982910156,314.97528076171875,0.5427473550588804,96539,343.081083292335,0.9575922684096583,1308.7392367124557,0.6782456933770525,117
Image-50_2024-05-24_grain_0.png,5.Rose,0.017276108329281614,0.033971304592759224,0.9651387369596218,0.9913619458353592,696.05524,3.8550772601224495e-07,6.3280573,6.1944704,7.34314,0.03846153846151429,0.019977750122550327,0.0030609294666295453,0.03785168923651781,0.04853961609530456,1.1597806338220398,0.10986159773505655,0.0030609294666295453,0.13211650387793233,1.4105135571148382,126.633,32.969677,163.77446,153.73276,62.391804,146.32236,37.64986,0.4966,0.12929286,0.51009893,25,7.544772,158379.0,0.7428310116786268,0.8038834951456311,506.082763671875,399.0458679199219,0.6150357462167566,162046,449.0594680614254,0.9773706231563877,1674.3027257919312,0.7099691730173677,154
Image-25_2024-05-24_grain_0.png,5.Rose,0.017175797954024616,0.032863803029852444,0.9653597696387501,0.9914121010229877,675.1913,3.7137946727719387e-07,6.2572384,6.374256,7.33202,0.038461538461515836,0.024645029232872206,0.004811368475534479,0.032639370003198866,0.04152893291138287,1.0095374730982911,-0.3452649488512609,0.004811368475534479,0.10812638959138181,1.5433994316555435,110.12651,32.53016,140.04482,135.0383,55.296417,127.44467,36.661163,0.43186867,0.12756926,0.5000941,28,9.556122,169309.5,0.7851415772437651,0.8258317025440313,512.708251953125,421.23748779296875,0.5700745707685513,172312,464.29683468589144,0.9825752124054041,1636.060084104538,0.7948637533071833,165
Image-135_2024-05-24_grain_0.png,5.Rose,0.01745423057892133,0.028710126279542482,0.9648802646739175,0.9912728847105393,689.19336,4.864123697606378e-07,6.2700505,6.29739,7.3433704,0.038461538461514795,0.023210385455426086,0.004448272679727782,0.03305049913297474,0.04467499307838639,0.9827297334599358,-0.424836172823575,0.004448272679727782,0.10801981111753899,1.5149892569064627,108.22388,32.744255,135.13469,133.57123,55.965694,125.19167,36.9747,0.4244074,0.12840883,0.48499334,28,8.853184,161726.0,0.7762748636817449,0.9676724137931034,491.1399841308594,426.6740417480469,0.495264524791605,168126,453.77961458381856,0.9619333119208213,1865.3565475940704,0.5840714760874578,158
Image-161_2024-01-18_grain_0.png,5.Rose,0.015108420163334272,0.06338099540922236,0.9689890675367129,0.9924457899183329,688.32306,1.3464929194833127e-06,6.143458,6.406037,7.486988,0.03846153846148463,0.01817151333647993,0.0025609448907014457,0.04256853534390404,0.04262993646611628,1.4556714956453394,0.999839474524391,0.0025609448907014457,0.1560077248171569,1.2319740102308727,105.95316,37.458057,131.22028,128.56306,58.07613,121.32206,42.555763,0.4155026,0.14689435,0.44018003,28,9.834097,71020.5,0.7514283598197092,1.043189368770764,305.77740478515625,296.2815246582031,0.24727586083596376,72332,300.70934319848396,0.9818683293701267,1029.9869309663773,0.8412598479093963,105
Image-157_2024-01-18_grain_0.png,5.Rose,0.017944327723238652,0.023201952810981835,0.9640071109389028,0.9910278361383805,683.2513,4.7381856892693207e-07,6.2997894,6.1576414,7.343915,0.03846153846150983,0.021033899945631252,0.0040653130514388194,0.03484474911621602,0.04480592969834424,1.0195798161316105,-0.3203937183366623,0.0040653130514388194,0.11949488857608352,1.3903886285085094,120.43205,32.514606,152.76192,145.44275,63.09147,138.24315,37.12534,0.47228253,0.1275083,0.4771511,28,7.644954,133710.5,0.7737876157407407,0.9259259259259259,443.2791442871094,384.9535827636719,0.49582492995474187,135247,412.60816296616207,0.9886393043838311,1391.065139055252,0.868321276553385,138
